Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR8668755_10K_subsample	(0.0, 0.0074490670043577045)	(1.0, 0.0037245335021788522)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0037245335021788522)	(11.0, 0.0037245335021788522)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0037245335021788522)	(15.0, 0.0037245335021788522)	(16.0, 0.0074490670043577045)	(17.0, 0.014898134008715409)	(18.0, 0.026071734515251962)	(19.0, 0.03352080151960967)	(20.0, 0.029796268017430818)	(21.0, 0.03724533502178852)	(22.0, 0.0782152035457559)	(23.0, 0.14525680658497522)	(24.0, 0.1862266751089426)	(25.0, 0.23092107713508886)	(26.0, 0.30541174717866587)	(27.0, 0.43204588625274687)	(28.0, 0.5549554918246489)	(29.0, 0.7411821669335915)	(30.0, 0.9944504450817536)	(31.0, 1.1024619166449403)	(32.0, 1.1769525866885173)	(33.0, 1.389250996312712)	(34.0, 1.6946627434913777)	(35.0, 1.8697158180937836)	(36.0, 1.9553800886438975)	(37.0, 2.1825766322768074)	(38.0, 2.36880330738575)	(39.0, 2.312935304853067)	(40.0, 2.2719654363290998)	(41.0, 2.581101717009944)	(42.0, 2.994524935751797)	(43.0, 3.1211590748258784)	(44.0, 3.0839137398040894)	(45.0, 2.9312078662147565)	(46.0, 2.82319639465157)	(47.0, 2.949830533725651)	(48.0, 3.0876382733062684)	(49.0, 2.916309732206041)	(50.0, 2.6220715855339116)	(51.0, 2.6332451860404484)	(52.0, 2.815747327647212)	(53.0, 2.7524302581101714)	(54.0, 2.7896755931319603)	(55.0, 3.0578420052888378)	(56.0, 3.0243212037692278)	(57.0, 2.666765987560058)	(58.0, 2.517784647472904)	(59.0, 2.540131848485977)	(60.0, 2.4172222429140753)	(61.0, 2.3092107713508883)	(62.0, 2.2198219672985955)	(63.0, 2.074565160713621)	(64.0, 1.9367574211330032)	(65.0, 1.6983872769935566)	(66.0, 1.3482811277887445)	(67.0, 1.2514432567320943)	(68.0, 1.2104733882081269)	(69.0, 0.9721032440686804)	(70.0, 0.7113858989161608)	(71.0, 0.6108234943573317)	(72.0, 0.5773026928377221)	(73.0, 0.5810272263399009)	(74.0, 0.5922008268464375)	(75.0, 0.5326082908115758)	(76.0, 0.5512309583224702)	(77.0, 0.5102610897985027)	(78.0, 0.32775894819173895)	(79.0, 0.2569928116503408)	(80.0, 0.2793400126634139)	(81.0, 0.2644418786546985)	(82.0, 0.16760400759804833)	(83.0, 0.0931133375544713)	(84.0, 0.10428693806100785)	(85.0, 0.08938880405229245)	(86.0, 0.059592536034861636)	(87.0, 0.04096986852396737)	(88.0, 0.029796268017430818)	(89.0, 0.022347201013073113)	(90.0, 0.026071734515251962)	(91.0, 0.026071734515251962)	(92.0, 0.014898134008715409)	(93.0, 0.0074490670043577045)	(94.0, 0.0037245335021788522)	(95.0, 0.0037245335021788522)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8668756_10K_subsample	(0.0, 0.029618659755646058)	(1.0, 0.014809329877823029)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0037023324694557573)	(6.0, 0.0074046649389115145)	(7.0, 0.0037023324694557573)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0037023324694557573)	(16.0, 0.014809329877823029)	(17.0, 0.04072565716401333)	(18.0, 0.05183265457238061)	(19.0, 0.07404664938911515)	(20.0, 0.11847463902258423)	(21.0, 0.15920029618659756)	(22.0, 0.22584228063680117)	(23.0, 0.28878193261754903)	(24.0, 0.35172158459829694)	(25.0, 0.43317289892632355)	(26.0, 0.6368011847463902)	(27.0, 0.8589411329137356)	(28.0, 1.0144390966308774)	(29.0, 1.1514253980007405)	(30.0, 1.251388374676046)	(31.0, 1.4216956682710107)	(32.0, 1.5290633098852278)	(33.0, 1.6401332839689005)	(34.0, 1.8955942243613477)	(35.0, 2.2176971492039987)	(36.0, 2.425027767493521)	(37.0, 2.543502406516105)	(38.0, 2.661977045538689)	(39.0, 2.8100703443169195)	(40.0, 2.8396890040725657)	(41.0, 2.747130692336172)	(42.0, 2.6693817104776008)	(43.0, 2.787856349500185)	(44.0, 2.9803776379118845)	(45.0, 2.9803776379118845)	(46.0, 2.865605331358756)	(47.0, 2.8285820066641985)	(48.0, 3.032210292484265)	(49.0, 2.865605331358756)	(50.0, 2.59163272861903)	(51.0, 2.5879303961495745)	(52.0, 2.5323954091077376)	(53.0, 2.4435394298407997)	(54.0, 2.354683450573862)	(55.0, 2.547204738985561)	(56.0, 2.73972602739726)	(57.0, 2.6286560533135876)	(58.0, 2.4842650870048133)	(59.0, 2.5064790818215474)	(60.0, 2.636060718252499)	(61.0, 2.5175860792299147)	(62.0, 2.1621621621621623)	(63.0, 1.7845242502776748)	(64.0, 1.554979637171418)	(65.0, 1.4735283228433915)	(66.0, 1.3328396890040726)	(67.0, 1.2402813772676786)	(68.0, 1.0403554239170676)	(69.0, 0.7885968159940762)	(70.0, 0.5923731951129212)	(71.0, 0.42576823398741204)	(72.0, 0.3998519067012218)	(73.0, 0.2961865975564606)	(74.0, 0.23694927804516847)	(75.0, 0.2406516105146242)	(76.0, 0.2147352832284339)	(77.0, 0.17400962606442058)	(78.0, 0.1406886338393188)	(79.0, 0.14439096630877452)	(80.0, 0.1406886338393188)	(81.0, 0.12587930396149574)	(82.0, 0.09255831173639394)	(83.0, 0.06293965198074787)	(84.0, 0.059237319511292116)	(85.0, 0.05553498704183636)	(86.0, 0.037023324694557574)	(87.0, 0.022213994816734542)	(88.0, 0.018511662347278787)	(89.0, 0.018511662347278787)	(90.0, 0.022213994816734542)	(91.0, 0.011106997408367271)	(92.0, 0.0037023324694557573)	(93.0, 0.0074046649389115145)	(94.0, 0.0074046649389115145)	(95.0, 0.0037023324694557573)	(96.0, 0.0)	(97.0, 0.0037023324694557573)	(98.0, 0.011106997408367271)	(99.0, 0.0074046649389115145)	(100.0, 0.0)
SRR8668757_10K_subsample	(0.0, 0.014920919128618324)	(1.0, 0.007460459564309162)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.003730229782154581)	(10.0, 0.003730229782154581)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.003730229782154581)	(14.0, 0.003730229782154581)	(15.0, 0.007460459564309162)	(16.0, 0.022381378692927483)	(17.0, 0.022381378692927483)	(18.0, 0.026111608475082065)	(19.0, 0.03357206803939123)	(20.0, 0.044762757385854966)	(21.0, 0.06714413607878246)	(22.0, 0.11190689346463742)	(23.0, 0.16786034019695611)	(24.0, 0.22754401671142943)	(25.0, 0.3170695314831393)	(26.0, 0.525962399283796)	(27.0, 0.764697105341689)	(28.0, 0.9139062966278724)	(29.0, 1.0854968666069829)	(30.0, 1.2608176663682482)	(31.0, 1.3913757087436587)	(32.0, 1.529394210683378)	(33.0, 1.8837660399880631)	(34.0, 2.3276633840644583)	(35.0, 2.62235153685467)	(36.0, 2.6745747538048343)	(37.0, 2.5962399283795885)	(38.0, 2.749179349447926)	(39.0, 2.928230378991346)	(40.0, 2.972993136377201)	(41.0, 2.9841838257236644)	(42.0, 3.1557743957027755)	(43.0, 3.3870486421963593)	(44.0, 3.4019695613249774)	(45.0, 3.2042673828707846)	(46.0, 3.010295434198747)	(47.0, 2.8424350940017904)	(48.0, 2.820053715308863)	(49.0, 2.7566398090122353)	(50.0, 2.5925096985974334)	(51.0, 2.570128319904506)	(52.0, 2.5477469412115785)	(53.0, 2.484333034914951)	(54.0, 2.473142345568487)	(55.0, 2.562667860340197)	(56.0, 2.510444643390033)	(57.0, 2.413458669054014)	(58.0, 2.2381378692927485)	(59.0, 2.163533273649657)	(60.0, 2.2082960310355118)	(61.0, 2.074007758877947)	(62.0, 1.842733512384363)	(63.0, 1.6226499552372426)	(64.0, 1.5256639809012236)	(65.0, 1.3913757087436587)	(66.0, 1.1339898537749926)	(67.0, 0.9735899731423456)	(68.0, 0.9064458370635631)	(69.0, 0.8467621605490898)	(70.0, 0.6192181438376604)	(71.0, 0.4289764249477768)	(72.0, 0.4289764249477768)	(73.0, 0.3655625186511489)	(74.0, 0.30587884213667565)	(75.0, 0.32079976126529397)	(76.0, 0.33572068039391223)	(77.0, 0.24992539540435693)	(78.0, 0.1753207997612653)	(79.0, 0.20143240823634737)	(80.0, 0.22008355714712027)	(81.0, 0.16039988063264699)	(82.0, 0.06341390629662787)	(83.0, 0.026111608475082065)	(84.0, 0.029841838257236648)	(85.0, 0.029841838257236648)	(86.0, 0.0186511489107729)	(87.0, 0.007460459564309162)	(88.0, 0.011190689346463742)	(89.0, 0.022381378692927483)	(90.0, 0.0186511489107729)	(91.0, 0.003730229782154581)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8668758_10K_subsample	(0.0, 0.1735106998264893)	(1.0, 0.08675534991324466)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0036148062463851934)	(12.0, 0.007229612492770387)	(13.0, 0.007229612492770387)	(14.0, 0.010844418739155582)	(15.0, 0.021688837478311164)	(16.0, 0.025303643724696356)	(17.0, 0.028918449971081547)	(18.0, 0.054222093695777906)	(19.0, 0.06145170618854829)	(20.0, 0.07952573742047427)	(21.0, 0.13013302486986697)	(22.0, 0.1735106998264893)	(23.0, 0.22411798727588203)	(24.0, 0.28195488721804507)	(25.0, 0.42293233082706766)	(26.0, 0.5277617119722383)	(27.0, 0.6434355118565646)	(28.0, 0.8422498554077501)	(29.0, 0.9868421052631579)	(30.0, 1.2037304800462696)	(31.0, 1.4061596298438404)	(32.0, 1.438692886061307)	(33.0, 1.4856853672643147)	(34.0, 1.7965587044534412)	(35.0, 2.0351359167148644)	(36.0, 2.1146616541353382)	(37.0, 2.2050318102949684)	(38.0, 2.2881723539618277)	(39.0, 2.4363794100636205)	(40.0, 2.483371891266628)	(41.0, 2.580971659919028)	(42.0, 2.8665413533834583)	(43.0, 3.0400520532099478)	(44.0, 2.989444765760555)	(45.0, 2.9424522845575476)	(46.0, 2.8267784846732216)	(47.0, 2.783400809716599)	(48.0, 2.935222672064777)	(49.0, 2.819548872180451)	(50.0, 2.624349334875651)	(51.0, 2.5628976286871024)	(52.0, 2.4906015037593985)	(53.0, 2.4616830537883168)	(54.0, 2.3966165413533833)	(55.0, 2.479757085020243)	(56.0, 2.5882012724117986)	(57.0, 2.555668016194332)	(58.0, 2.4869866975130135)	(59.0, 2.2231058415268943)	(60.0, 2.139965297860035)	(61.0, 2.382157316367843)	(62.0, 2.3930017351069983)	(63.0, 1.9917582417582416)	(64.0, 1.6953441295546559)	(65.0, 1.6266628108733372)	(66.0, 1.4025448235974551)	(67.0, 1.1892712550607287)	(68.0, 1.080827067669173)	(69.0, 0.9253903990746095)	(70.0, 0.6868131868131868)	(71.0, 0.5494505494505495)	(72.0, 0.5422209369577791)	(73.0, 0.4554655870445344)	(74.0, 0.37593984962406013)	(75.0, 0.39401388085598615)	(76.0, 0.4373915558126084)	(77.0, 0.4157027183342972)	(78.0, 0.33617698091382303)	(79.0, 0.3000289184499711)	(80.0, 0.30725853094274147)	(81.0, 0.2964141122035859)	(82.0, 0.24580682475419316)	(83.0, 0.1807403123192597)	(84.0, 0.18435511856564488)	(85.0, 0.1735106998264893)	(86.0, 0.11567379988432619)	(87.0, 0.08675534991324466)	(88.0, 0.08314054366685945)	(89.0, 0.07229612492770388)	(90.0, 0.05060728744939271)	(91.0, 0.04337767495662233)	(92.0, 0.054222093695777906)	(93.0, 0.06868131868131869)	(94.0, 0.057836899942163095)	(95.0, 0.05060728744939271)	(96.0, 0.057836899942163095)	(97.0, 0.054222093695777906)	(98.0, 0.06868131868131869)	(99.0, 0.057836899942163095)	(100.0, 0.028918449971081547)
SRR8668759_10K_subsample	(0.0, 0.39915813919732923)	(1.0, 0.203207779955004)	(2.0, 0.003628710356339357)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.003628710356339357)	(6.0, 0.003628710356339357)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.003628710356339357)	(11.0, 0.003628710356339357)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.003628710356339357)	(15.0, 0.003628710356339357)	(16.0, 0.0)	(17.0, 0.007257420712678714)	(18.0, 0.007257420712678714)	(19.0, 0.007257420712678714)	(20.0, 0.014514841425357429)	(21.0, 0.0254009724943755)	(22.0, 0.03628710356339357)	(23.0, 0.03628710356339357)	(24.0, 0.03991581391973293)	(25.0, 0.07983162783946586)	(26.0, 0.101603889977502)	(27.0, 0.101603889977502)	(28.0, 0.10523260033384134)	(29.0, 0.16692067639161043)	(30.0, 0.29029682850714855)	(31.0, 0.3737571667029538)	(32.0, 0.406415559910008)	(33.0, 0.46810363596777704)	(34.0, 0.5443065534509035)	(35.0, 0.7003410987734959)	(36.0, 0.9144350097975179)	(37.0, 1.1140140793961826)	(38.0, 1.3027070179258293)	(39.0, 1.5276870600188694)	(40.0, 1.727266129617534)	(41.0, 1.738152260686552)	(42.0, 2.0066768270556645)	(43.0, 2.5074388562304954)	(44.0, 2.7469337397488935)	(45.0, 3.701284563466144)	(46.0, 3.701284563466144)	(47.0, 2.7578198708179116)	(48.0, 2.888453443646128)	(49.0, 2.8195079468756803)	(50.0, 2.6344437187023733)	(51.0, 2.583641773713622)	(52.0, 2.42397851803469)	(53.0, 2.3441468901952245)	(54.0, 2.4384933594600477)	(55.0, 2.6671021119094274)	(56.0, 2.7215327672545175)	(57.0, 2.6997605051164815)	(58.0, 2.714275346541839)	(59.0, 2.561869511575586)	(60.0, 2.409463676609333)	(61.0, 2.4820378837361203)	(62.0, 2.5437259597938895)	(63.0, 2.347775600551564)	(64.0, 2.166340082734596)	(65.0, 1.9776471442049495)	(66.0, 1.658320632847086)	(67.0, 1.6510632121344075)	(68.0, 1.6692067639161041)	(69.0, 1.331736700776544)	(70.0, 0.9906379272806444)	(71.0, 0.852746933739749)	(72.0, 0.8346033819580521)	(73.0, 0.7692865955439437)	(74.0, 0.722113360911532)	(75.0, 0.823717250889034)	(76.0, 0.9398359822918935)	(77.0, 0.8781479062341243)	(78.0, 0.8346033819580521)	(79.0, 0.9362072719355541)	(80.0, 1.0196676101313593)	(81.0, 0.9180637201538573)	(82.0, 0.6531678641410843)	(83.0, 0.50801944988751)	(84.0, 0.5043907395311706)	(85.0, 0.5007620291748313)	(86.0, 0.3882720081283112)	(87.0, 0.254009724943755)	(88.0, 0.2866681181508092)	(89.0, 0.3592423252775963)	(90.0, 0.31569780100152406)	(91.0, 0.3374700631395602)	(92.0, 0.41730169097902603)	(93.0, 0.36649974599027507)	(94.0, 0.34472748385223895)	(95.0, 0.406415559910008)	(96.0, 0.44996008418608024)	(97.0, 0.5189055809565281)	(98.0, 0.6132520502213513)	(99.0, 0.4245591116917048)	(100.0, 0.21046520066768268)
SRR8668769_10K_subsample	(0.0, 0.014855529971031716)	(1.0, 0.007427764985515858)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.011141647478273786)	(18.0, 0.018569412463789646)	(19.0, 0.014855529971031716)	(20.0, 0.025997177449305502)	(21.0, 0.04085270742033722)	(22.0, 0.04085270742033722)	(23.0, 0.033424942434821366)	(24.0, 0.051994354898611005)	(25.0, 0.11884423976825373)	(26.0, 0.14855529971031717)	(27.0, 0.17826635965238058)	(28.0, 0.2414023620292654)	(29.0, 0.30453836440615023)	(30.0, 0.3788160142613088)	(31.0, 0.4270964866671618)	(32.0, 0.5013741365223204)	(33.0, 0.6722127311891851)	(34.0, 0.9099012107256925)	(35.0, 1.1921562801752952)	(36.0, 1.3518532273638861)	(37.0, 1.4558419371611082)	(38.0, 1.5709722944366038)	(39.0, 1.88293842382827)	(40.0, 2.2431850256257895)	(41.0, 2.2803238505533683)	(42.0, 2.3694570303795586)	(43.0, 2.6517120998291612)	(44.0, 2.8708311669018793)	(45.0, 2.8039812820322365)	(46.0, 2.7891257520612047)	(47.0, 2.848547871945332)	(48.0, 2.7557008096263833)	(49.0, 2.733417514669836)	(50.0, 2.7037064547277723)	(51.0, 2.610859392408824)	(52.0, 2.622001039887098)	(53.0, 2.8151229295105105)	(54.0, 3.041669761568744)	(55.0, 3.216222238728367)	(56.0, 3.3090693010473147)	(57.0, 3.3350664784966204)	(58.0, 3.6358909604100127)	(59.0, 3.6878853153086233)	(60.0, 3.472480130728664)	(61.0, 3.3796330684097153)	(62.0, 3.1085196464383866)	(63.0, 2.7519869271336255)	(64.0, 2.399168090321622)	(65.0, 2.1206269033647773)	(66.0, 1.782663596523806)	(67.0, 1.7009581816831316)	(68.0, 1.6081111193641835)	(69.0, 1.2255812226101166)	(70.0, 0.9507539181460298)	(71.0, 0.6127906113050583)	(72.0, 0.40481319171061425)	(73.0, 0.45309366411646734)	(74.0, 0.46052142910198324)	(75.0, 0.3491049543192453)	(76.0, 0.25997177449305503)	(77.0, 0.24511624452202332)	(78.0, 0.27482730446408676)	(79.0, 0.36396048429027705)	(80.0, 0.44195201663819356)	(81.0, 0.36396048429027705)	(82.0, 0.2525440095075392)	(83.0, 0.315680011884424)	(84.0, 0.419668721681646)	(85.0, 0.45309366411646734)	(86.0, 0.2896828344351185)	(87.0, 0.12998588724652752)	(88.0, 0.15598306469583303)	(89.0, 0.1671247121741068)	(90.0, 0.08913317982619029)	(91.0, 0.011141647478273786)	(92.0, 0.014855529971031716)	(93.0, 0.014855529971031716)	(94.0, 0.011141647478273786)	(95.0, 0.007427764985515858)	(96.0, 0.007427764985515858)	(97.0, 0.007427764985515858)	(98.0, 0.003713882492757929)	(99.0, 0.0)	(100.0, 0.0)
SRR8668771_10K_subsample	(0.0, 0.014847809948032666)	(1.0, 0.007423904974016333)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0037119524870081666)	(14.0, 0.0037119524870081666)	(15.0, 0.0037119524870081666)	(16.0, 0.011135857461024499)	(17.0, 0.007423904974016333)	(18.0, 0.014847809948032666)	(19.0, 0.029695619896065333)	(20.0, 0.025983667409057165)	(21.0, 0.029695619896065333)	(22.0, 0.04825538233110616)	(23.0, 0.10022271714922049)	(24.0, 0.155902004454343)	(25.0, 0.15219005196733482)	(26.0, 0.18188567186340016)	(27.0, 0.23014105419450634)	(28.0, 0.27839643652561247)	(29.0, 0.4083147735708983)	(30.0, 0.5716406829992576)	(31.0, 0.7238307349665924)	(32.0, 0.8017817371937639)	(33.0, 0.8685968819599109)	(34.0, 1.0876020786933929)	(35.0, 1.3325909428359317)	(36.0, 1.4402375649591685)	(37.0, 1.6221232368225689)	(38.0, 1.8188567186340014)	(39.0, 2.0193021529324424)	(40.0, 2.249443207126949)	(41.0, 2.386785449146251)	(42.0, 2.546399406087602)	(43.0, 2.6503340757238307)	(44.0, 2.6985894580549368)	(45.0, 2.783964365256125)	(46.0, 2.8693392724573124)	(47.0, 2.73199703043801)	(48.0, 2.5760950259836672)	(49.0, 2.683741648106904)	(50.0, 2.835931700074239)	(51.0, 2.9584261321455085)	(52.0, 3.032665181885672)	(53.0, 2.89532293986637)	(54.0, 2.8247958426132147)	(55.0, 3.1143281365998514)	(56.0, 3.3964365256124722)	(57.0, 3.5597624350408315)	(58.0, 3.533778767631774)	(59.0, 3.277654046028211)	(60.0, 3.0920564216778024)	(61.0, 3.017817371937639)	(62.0, 2.7765404602821087)	(63.0, 2.3273942093541202)	(64.0, 2.056421677802524)	(65.0, 2.0452858203415)	(66.0, 1.5998515219005198)	(67.0, 1.2917594654788418)	(68.0, 1.3919821826280625)	(69.0, 1.1878247958426131)	(70.0, 0.8017817371937639)	(71.0, 0.6755753526354862)	(72.0, 0.7906458797327395)	(73.0, 0.623608017817372)	(74.0, 0.4602821083890127)	(75.0, 0.5456570155902005)	(76.0, 0.7015590200445434)	(77.0, 0.6310319227913883)	(78.0, 0.4268745360059391)	(79.0, 0.3489235337787676)	(80.0, 0.3303637713437268)	(81.0, 0.25983667409057165)	(82.0, 0.13734224201930215)	(83.0, 0.11135857461024498)	(84.0, 0.14105419450631032)	(85.0, 0.17074981440237563)	(86.0, 0.1447661469933185)	(87.0, 0.0779510022271715)	(88.0, 0.06310319227913883)	(89.0, 0.07052709725315516)	(90.0, 0.044543429844097995)	(91.0, 0.007423904974016333)	(92.0, 0.007423904974016333)	(93.0, 0.0037119524870081666)	(94.0, 0.0)	(95.0, 0.0037119524870081666)	(96.0, 0.007423904974016333)	(97.0, 0.0037119524870081666)	(98.0, 0.0)	(99.0, 0.007423904974016333)	(100.0, 0.014847809948032666)
SRR8668772_10K_subsample	(0.0, 0.007418672799436182)	(1.0, 0.003709336399718091)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.003709336399718091)	(11.0, 0.007418672799436182)	(12.0, 0.003709336399718091)	(13.0, 0.01112800919915427)	(14.0, 0.025965354798026634)	(15.0, 0.029674691197744726)	(16.0, 0.025965354798026634)	(17.0, 0.02225601839830854)	(18.0, 0.037093363997180905)	(19.0, 0.05193070959605327)	(20.0, 0.04451203679661708)	(21.0, 0.05564004599577136)	(22.0, 0.1149894283912608)	(23.0, 0.17804814718646833)	(24.0, 0.21143217478393114)	(25.0, 0.27820022997885674)	(26.0, 0.40802700396898994)	(27.0, 0.5155977595608147)	(28.0, 0.6046218331540487)	(29.0, 0.7084832523461553)	(30.0, 0.8716940539337513)	(31.0, 1.1090915835157091)	(32.0, 1.2537557031047146)	(33.0, 1.4169665046923106)	(34.0, 1.646945361474832)	(35.0, 1.8917615638562262)	(36.0, 1.9956229830483327)	(37.0, 2.080937720241849)	(38.0, 2.225601839830854)	(39.0, 2.385103305018732)	(40.0, 2.5631514522052004)	(41.0, 2.5668607886049184)	(42.0, 2.681850216996179)	(43.0, 2.6484661893987167)	(44.0, 2.537186097407174)	(45.0, 2.707815571794206)	(46.0, 2.908119737378983)	(47.0, 2.9823064653733447)	(48.0, 2.9377944285767277)	(49.0, 2.707815571794206)	(50.0, 2.5149300790088653)	(51.0, 2.5038020698097108)	(52.0, 2.37026595941986)	(53.0, 2.4926740606105566)	(54.0, 2.6373381801995626)	(55.0, 2.7560369449905413)	(56.0, 2.9415037649764457)	(57.0, 3.0453651841685523)	(58.0, 3.2456693497533293)	(59.0, 2.9711784561741905)	(60.0, 2.6781408805964615)	(61.0, 2.77829296338885)	(62.0, 2.704106235394488)	(63.0, 2.1402871026373385)	(64.0, 1.609851997477651)	(65.0, 1.5282465966838532)	(66.0, 1.3353611038985125)	(67.0, 1.2277903483066879)	(68.0, 1.231499684706406)	(69.0, 1.0015208279238845)	(70.0, 0.7196112615453096)	(71.0, 0.4636670499647613)	(72.0, 0.3301309395749101)	(73.0, 0.3412589487740643)	(74.0, 0.3598056307726548)	(75.0, 0.3931896583701176)	(76.0, 0.4414110315664527)	(77.0, 0.4006083311695538)	(78.0, 0.3783523127712452)	(79.0, 0.39689899476983564)	(80.0, 0.40431766756927184)	(81.0, 0.3449682851737824)	(82.0, 0.21885084758336731)	(83.0, 0.27820022997885674)	(84.0, 0.3894803219703995)	(85.0, 0.3375496123743463)	(86.0, 0.17804814718646833)	(87.0, 0.09273340999295226)	(88.0, 0.12240810119069699)	(89.0, 0.13353611038985125)	(90.0, 0.0778960643940799)	(91.0, 0.007418672799436182)	(92.0, 0.0)	(93.0, 0.003709336399718091)	(94.0, 0.003709336399718091)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
